Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
um,Volume,Diff.,Diff.,um,um,Phi,Volume
,%,Volume,Volume,,,,%
,,%,%,,,,
0.375124,0.00570254,0.00528031,0.00612477,0.393033,0.411798,11.3129,0
0.411798,0.0101957,0.00944321,0.0109482,0.431458,0.452057,11.1783,0.00570254
0.452057,0.0151504,0.0140385,0.0162623,0.473639,0.496252,11.0437,0.0158982
0.496252,0.0217752,0.0201775,0.0233729,0.519944,0.544768,10.9091,0.0310486
0.544768,0.0273922,0.0253784,0.029406,0.570777,0.598027,10.7746,0.0528238
0.598027,0.0325883,0.0301822,0.0349944,0.626578,0.656493,10.64,0.080216
0.656493,0.0375846,0.034814,0.0403552,0.687836,0.720675,10.5054,0.112804
0.720675,0.0426899,0.0395301,0.0458497,0.755082,0.791132,10.3709,0.150389
0.791132,0.0472571,0.0437194,0.0507948,0.828903,0.868477,10.2363,0.193079
0.868477,0.0513939,0.0475261,0.0552617,0.90994,0.953383,10.1017,0.240336
0.953383,0.0552484,0.0510331,0.0594637,0.9989,1.04659,9.96714,0.29173
1.04659,0.0589823,0.0544319,0.0635327,1.09656,1.14891,9.83257,0.346978
1.14891,0.0626385,0.0576952,0.0675818,1.20376,1.26123,9.698,0.40596
1.26123,0.0662062,0.0608648,0.0715476,1.32145,1.38454,9.56343,0.468599
1.38454,0.0698789,0.0640693,0.0756885,1.45064,1.5199,9.42885,0.534805
1.5199,0.0737867,0.0674646,0.0801088,1.59246,1.66849,9.29428,0.604684
1.66849,0.0782025,0.0712844,0.0851206,1.74815,1.83161,9.15971,0.678471
1.83161,0.0831423,0.0755322,0.0907524,1.91906,2.01068,9.02514,0.756673
2.01068,0.0886827,0.0802862,0.0970792,2.10667,2.20725,8.89056,0.839815
2.20725,0.0948666,0.0855986,0.104135,2.31263,2.42304,8.75599,0.928498
2.42304,0.101771,0.0915345,0.112008,2.53872,2.65993,8.62142,1.02336
2.65993,0.109404,0.0981246,0.120683,2.78692,2.91998,8.48684,1.12514
2.91998,0.117677,0.105283,0.130071,3.05939,3.20545,8.35227,1.23454
3.20545,0.126567,0.112992,0.140142,3.35849,3.51883,8.2177,1.35222
3.51883,0.13592,0.121122,0.150718,3.68682,3.86284,8.08313,1.47878
3.86284,0.145685,0.129638,0.161732,4.04726,4.24049,7.94855,1.6147
4.24049,0.155732,0.138438,0.173026,4.44294,4.65506,7.81398,1.76039
4.65506,0.166014,0.147449,0.184579,4.87731,5.11017,7.6794,1.91612
5.11017,0.17647,0.156663,0.196277,5.35414,5.60976,7.54483,2.08213
5.60976,0.187021,0.165929,0.208113,5.87759,6.1582,7.41025,2.2586
6.1582,0.197748,0.175406,0.22009,6.45221,6.76025,7.27568,2.44563
6.76025,0.208594,0.184963,0.232225,7.08301,7.42117,7.14111,2.64337
7.42117,0.219911,0.194931,0.244891,7.77547,8.14669,7.00653,2.85197
8.14669,0.231732,0.20528,0.258184,8.53563,8.94315,6.87196,3.07188
8.94315,0.244534,0.216467,0.272601,9.37012,9.81748,6.73738,3.30361
9.81748,0.258355,0.228435,0.288275,10.2862,10.7773,6.6028,3.54814
10.7773,0.273943,0.241935,0.305951,11.2918,11.8309,6.46823,3.8065
11.8309,0.29168,0.257214,0.326146,12.3958,12.9876,6.33365,4.08044
12.9876,0.312089,0.274743,0.349435,13.6076,14.2573,6.19907,4.37212
14.2573,0.33525,0.294646,0.375854,14.938,15.6512,6.0645,4.68421
15.6512,0.360944,0.316768,0.40512,16.3984,17.1813,5.92992,5.01946
17.1813,0.389519,0.34176,0.437278,18.0016,18.861,5.79534,5.3804
18.861,0.421131,0.369486,0.472776,19.7615,20.705,5.66076,5.76992
20.705,0.457112,0.401449,0.512775,21.6935,22.7292,5.52618,6.19105
22.7292,0.498284,0.437966,0.558602,23.8143,24.9513,5.39161,6.64817
24.9513,0.545799,0.480223,0.611375,26.1425,27.3906,5.25703,7.14645
27.3906,0.60039,0.528619,0.672161,28.6983,30.0685,5.12245,7.69225
30.0685,0.662717,0.584106,0.741328,31.504,33.0081,4.98787,8.29264
33.0081,0.734158,0.648462,0.819854,34.584,36.2352,4.85328,8.95536
36.2352,0.816604,0.7239,0.909308,37.9652,39.7777,4.7187,9.68951
39.7777,0.913275,0.814209,1.01234,41.6768,43.6665,4.58412,10.5061
43.6665,1.02735,0.922229,1.13247,45.7513,47.9356,4.44954,11.4194
47.9356,1.16094,1.05074,1.27114,50.2242,52.622,4.31495,12.4467
52.622,1.31373,1.19941,1.42805,55.1343,57.7666,4.18036,13.6077
57.7666,1.48233,1.36594,1.59872,60.5245,63.4141,4.04578,14.9214
63.4141,1.66132,1.54567,1.77697,66.4417,69.6138,3.91119,16.4037
69.6138,1.84467,1.73385,1.95549,72.9374,76.4196,3.7766,18.0651
76.4196,2.02751,1.92701,2.12801,80.0681,83.8907,3.64201,19.9097
83.8907,2.20631,2.12344,2.28918,87.8959,92.0923,3.50742,21.9372
92.0923,2.37755,2.3172,2.4379,96.4892,101.096,3.37282,24.1436
101.096,2.53596,2.50076,2.57116,105.922,110.979,3.23822,26.5211
110.979,2.67284,2.65126,2.69442,116.278,121.829,3.10363,29.0571
121.829,2.77769,2.73169,2.82369,127.646,133.74,2.96902,31.7299
133.74,2.83928,2.76357,2.91499,140.125,146.815,2.83441,34.5076
146.815,2.84877,2.7446,2.95294,153.824,161.168,2.69981,37.3469
161.168,2.79931,2.6761,2.92252,168.863,176.925,2.56519,40.1956
176.925,2.68827,2.55436,2.82218,185.372,194.222,2.43057,42.9949
194.222,2.51881,2.37995,2.65767,203.495,213.21,2.29595,45.6832
213.21,2.30505,2.16514,2.44496,223.389,234.054,2.16132,48.202
234.054,2.07692,1.93514,2.2187,245.228,256.936,2.02669,50.5071
256.936,1.87881,1.7361,2.02152,269.203,282.056,1.89204,52.584
282.056,1.76209,1.61943,1.90475,295.522,309.631,1.75737,54.4628
309.631,1.77033,1.62975,1.91091,324.414,339.902,1.6227,56.2249
339.902,1.92945,1.79524,2.06366,356.13,373.132,1.48801,57.9952
373.132,2.23735,2.11953,2.35517,390.946,409.611,1.35329,59.9247
409.611,2.65569,2.5693,2.74208,429.167,449.657,1.21853,62.162
449.657,3.11146,3.05826,3.16466,471.125,493.617,1.08373,64.8177
493.617,3.51705,3.44049,3.59361,517.184,541.876,0.948868,67.9292
541.876,3.79984,3.67176,3.92792,567.746,594.852,0.813905,71.4462
594.852,3.91947,3.75009,4.08885,623.252,653.008,0.678786,75.2461
653.008,3.87002,3.69437,4.04567,684.184,716.849,0.543393,79.1655
716.849,3.66263,3.52014,3.80512,751.073,786.932,0.407456,83.0356
786.932,3.3164,3.24055,3.39225,824.502,863.866,0.270152,86.6982
863.866,2.86076,2.84653,2.87499,905.109,948.322,0.127128,90.0146
948.322,2.33802,2.23231,2.44373,993.595,1041.03,0.0666397,92.8753
1041.03,1.80332,1.61657,1.99007,1090.73,1142.81,-0.125299,95.2134
1142.81,1.30828,1.05564,1.56092,1197.37,1254.54,-0.259872,97.0167
1254.54,0.878689,0.58858,1.1688,1314.44,1377.19,-0.394443,98.325
1377.19,0.503735,0.227615,0.779855,1442.94,1511.83,-0.529012,99.2037
1511.83,0.218981,0.0385983,0.399364,1584.01,1659.63,-0.663579,99.7074
1659.63,0.0659117,0,0.153728,1738.86,1821.88,-0.798145,99.9264
1821.88,0.00772023,0,0.0203967,1908.86,2000,-0.932714,99.9923
